sampledate,air_temp,wind_speed_5m,par,opt_wtemp,opt_do_raw
2012-03-31T21:00:00Z,14.47,9.300151,1993.6692278327744,15.22,9.58
2012-03-31T21:30:00Z,14.57,8.433594,1914.333433686536,15.33,9.64
2012-03-31T22:00:00Z,14.64,8.464568,1803.402003428866,15.42,9.68
2012-03-31T22:30:00Z,14.42,8.114601,1662.7730046010956,15.49,9.53
2012-03-31T23:00:00Z,14.75,6.998754,1494.85263833851,15.55,9.77
2012-03-31T23:30:00Z,14.78,7.826941,1302.5140686753634,15.59,9.8
2012-04-01T00:00:00Z,14.84,7.116076,1089.0482618845663,15.6,9.84
2012-04-01T00:30:00Z,14.84,7.403102,858.1076770672016,15.6,9.87
2012-04-01T01:00:00Z,14.83,6.300853,613.6437716763172,15.59,9.89
2012-04-01T01:30:00Z,14.8,5.513654,359.83939093403484,15.57,9.9
2012-04-01T02:00:00Z,14.77,4.764279,101.03719811872067,15.54,9.89
2012-04-01T02:30:00Z,14.74,3.599675,0,15.5,9.87
2012-04-01T03:00:00Z,14.74,2.295619,0,15.47,9.84
2012-04-01T03:30:00Z,14.7,1.76415,0,15.45,9.8
2012-04-01T04:00:00Z,14.68,2.011557,0,15.42,9.81
2012-04-01T04:30:00Z,14.64,2.454196,0,15.39,9.81
2012-04-01T05:00:00Z,14.59,2.689584,0,15.36,9.8
2012-04-01T05:30:00Z,14.57,2.394358,0,15.34,9.77
2012-04-01T06:00:00Z,14.54,2.1895,0,15.31,9.77
2012-04-01T06:30:00Z,14.5,2.037153,0,15.29,9.77
2012-04-01T07:00:00Z,14.48,1.787923,0,15.25,9.74
2012-04-01T07:30:00Z,14.44,1.893227,0,15.21,9.74
2012-04-01T08:00:00Z,14.43,2.136188,0,15.18,9.71
2012-04-01T08:30:00Z,14.38,1.986168,0,15.15,9.71
2012-04-01T09:00:00Z,14.36,1.872859,0,15.11,9.7
2012-04-01T09:30:00Z,14.34,1.434615,0,15.09,9.69
2012-04-01T10:00:00Z,14.32,2.373187,0,15.07,9.67
2012-04-01T10:30:00Z,14.27,1.39425,0,15.02,9.65
2012-04-01T11:00:00Z,14.25,1.184413,0,14.96,9.62
2012-04-01T11:30:00Z,14.26,1.247318,0,14.92,9.57
2012-04-01T12:00:00Z,14.23,4.820099,0,14.91,9.63
2012-04-01T12:30:00Z,14.21,4.931844,0,14.87,9.6
2012-04-01T13:00:00Z,14.16,3.95711,0,14.81,9.59
2012-04-01T13:30:00Z,14.09,4.192826,0,14.79,9.62
2012-04-01T14:00:00Z,14.03,4.016723,45.60858148429985,14.76,9.69
2012-04-01T14:30:00Z,14,4.010678,304.8547884800642,14.73,9.69
2012-04-01T15:00:00Z,13.98,3.788864,560.1876011889228,14.71,9.72
2012-04-01T15:30:00Z,14,3.440898,807.2382044380664,14.71,9.7
2012-04-01T16:00:00Z,14.04,3.965284,1041.7794938877591,14.72,9.71
2012-04-01T16:30:00Z,14.07,3.800405,1259.7984030299515,14.73,9.73
2012-04-01T17:00:00Z,14.17,3.9560940000000002,1457.5645679207578,14.79,9.83
2012-04-01T17:30:00Z,14.28,5.085713,1631.694154627747,14.83,9.92
2012-04-01T18:00:00Z,14.32,5.617424,1779.2077576327065,14.9,9.89
2012-04-01T18:30:00Z,14.42,5.532877,1897.5813783152998,15,9.94
2012-04-01T19:00:00Z,14.51,6.344727,1984.7896111920804,15.11,9.99
2012-04-01T19:30:00Z,14.62,6.850619,2039.3402992164436,15.23,10.02
2012-04-01T20:00:00Z,14.71,6.685765,2060.300065001443,15.33,10.03
2012-04-01T20:30:00Z,14.82,6.663859,2047.3102811371245,15.45,10.03
2012-04-01T21:00:00Z,14.95,7.146416,2000.5932064324002,15.56,10.04
2012-04-01T21:30:00Z,15.05,7.016883,1920.948182979789,15.66,10.06
2012-04-01T22:00:00Z,15.15,6.963766,1809.73795921503,15.76,10.11
2012-04-01T22:30:00Z,15.19,7.250614,1668.8653729136763,15.85,10.09
2012-04-01T23:00:00Z,15.26,7.349302,1500.740793060179,15.91,10.12
2012-04-01T23:30:00Z,15.33,7.297786,1308.2408778399754,15.97,10.13
2012-04-02T00:00:00Z,15.37,7.661932,1094.6593541931982,16.01,10.15
2012-04-02T00:30:00Z,15.39,7.763467,863.6506611683983,16.02,10.14
2012-04-02T01:00:00Z,15.4,7.763308,619.1674215689488,16.03,10.14
2012-04-02T01:30:00Z,15.38,7.516754,365.39281143063624,16.03,10.16
2012-04-02T02:00:00Z,15.34,6.962195,106.66898464854388,16,10.19
2012-04-02T02:30:00Z,15.32,7.361032,0,15.99,10.16
2012-04-02T03:00:00Z,15.31,6.801197,0,15.98,10.15
2012-04-02T03:30:00Z,15.3,4.818995,0,15.96,10.12
2012-04-02T04:00:00Z,15.3,3.86448,0,15.93,10.09
2012-04-02T04:30:00Z,15.27,3.344198,0,15.9,10.08
2012-04-02T05:00:00Z,15.26,8.359546,0,15.89,10.05
2012-04-02T05:30:00Z,15.25,9.768967,0,15.87,10.03
2012-04-02T06:00:00Z,15.3,7.514825,0,15.84,9.82
2012-04-02T06:30:00Z,15.34,8.591018,0,15.81,9.5
2012-04-02T07:00:00Z,15.37,9.450296,0,15.78,9.49
2012-04-02T07:30:00Z,15.34,9.789865,0,15.76,9.42
2012-04-02T08:00:00Z,15.27,10.29785,0,15.74,9.57
2012-04-02T08:30:00Z,15.22,10.87557,0,15.71,9.56
2012-04-02T09:00:00Z,15.19,10.29127,0,15.66,9.51
2012-04-02T09:30:00Z,15.14,8.646035,0,15.64,9.56
2012-04-02T10:00:00Z,15.09,8.763996,0,15.62,9.64
2012-04-02T10:30:00Z,15.07,9.317056,0,15.6,9.7
2012-04-02T11:00:00Z,15.25,8.698306,0,15.59,9.39
2012-04-02T11:30:00Z,15.38,7.7166689999999996,0,15.59,9.11
2012-04-02T12:00:00Z,15.27,8.417952,0,15.58,9.2
2012-04-02T12:30:00Z,15.14,8.411335,0,15.53,9.32
2012-04-02T13:00:00Z,15.03,7.9389,0,15.48,9.43
2012-04-02T13:30:00Z,14.96,8.350084,0,15.47,9.45
2012-04-02T14:00:00Z,14.91,8.433019,56.72228008003559,15.45,9.5
2012-04-02T14:30:00Z,14.84,8.526051,315.8302400160031,15.42,9.58
2012-04-02T15:00:00Z,14.81,9.277859,570.9801800667295,15.38,9.61
2012-04-02T15:30:00Z,14.72,8.056362,817.8064140612577,15.46,9.81
2012-04-02T16:00:00Z,14.7,7.56254,1052.0856766800198,15.51,9.89
2012-04-02T16:30:00Z,14.73,4.457769,1269.8093847667167,15.54,9.91
2012-04-02T17:00:00Z,14.77,4.787097,1467.2522253493178,15.62,9.91
2012-04-02T17:30:00Z,14.88,5.961603,1641.0358966639715,15.65,9.93
2012-04-02T18:00:00Z,15.02,6.941419,1788.1869119007665,15.78,9.93
2012-04-02T18:30:00Z,15.13,8.459668,1906.1874764165464,15.88,9.94
2012-04-02T19:00:00Z,15.22,7.866812,1993.0185678223395,16.01,9.85
2012-04-02T19:30:00Z,15.35,7.890179,2047.1944820667065,16.11,9.79
2012-04-02T20:00:00Z,15.45,7.240981,2067.7882542459183,16.17,9.71
2012-04-02T20:30:00Z,15.55,6.504933,2054.4475192021227,16.19,9.68
2012-04-02T21:00:00Z,15.63,7.022174,2007.4005406162423,16.22,9.67
2012-04-02T21:30:00Z,15.75,6.442156,1927.4523053276112,16.28,9.68
2012-04-02T22:00:00Z,15.81,6.415825,1815.97074981058,16.36,9.69
2012-04-02T22:30:00Z,15.85,6.445658,1674.863354402229,16.45,9.7
2012-04-02T23:00:00Z,15.9,5.825248,1506.5445057358918,16.56,9.72
2012-04-02T23:30:00Z,15.94,5.861684,1313.8941859902757,16.68,9.73
2012-04-03T00:00:00Z,15.97,6.160264,1100.2086955686511,16.76,9.71
2012-04-03T00:30:00Z,15.97,6.799173,869.1442524198942,16.8,9.71
2012-04-03T01:00:00Z,15.96,6.359938,624.6544332474663,16.83,9.73
2012-04-03T01:30:00Z,15.96,4.435708,370.92252666546665,16.84,9.76
2012-04-03T02:00:00Z,15.94,1.563353,112.28995589929525,16.83,9.75
2012-04-03T02:30:00Z,15.92,0.6950063,0,16.81,9.75
2012-04-03T03:00:00Z,15.91,0.8007845,0,16.79,9.77
2012-04-03T03:30:00Z,15.89,1.033403,0,16.78,9.76
2012-04-03T04:00:00Z,15.88,1.563395,0,16.76,9.75
2012-04-03T04:30:00Z,15.88,3.191547,0,16.8,9.74
2012-04-03T05:00:00Z,15.87,10.82799,0,16.79,9.64
2012-04-03T05:30:00Z,15.87,12.64347,0,16.78,9.64
2012-04-03T06:00:00Z,15.86,13.48436,0,16.77,9.65
2012-04-03T06:30:00Z,15.85,11.74973,0,16.78,9.65
2012-04-03T07:00:00Z,15.84,13.09429,0,16.74,9.63
2012-04-03T07:30:00Z,15.81,11.25003,0,16.65,9.64
2012-04-03T08:00:00Z,15.78,8.798138,0,16.62,9.63
2012-04-03T08:30:00Z,15.79,9.574581,0,16.61,9.55
2012-04-03T09:00:00Z,15.77,9.510417,0,16.56,9.51
2012-04-03T09:30:00Z,15.8,11.95225,0,16.51,9.49
2012-04-03T10:00:00Z,15.87,14.65187,0,16.32,9.51
2012-04-03T10:30:00Z,15.9,14.94828,0,15.23,9.52
2012-04-03T11:00:00Z,15.85,13.79798,0,14.23,9.51
2012-04-03T11:30:00Z,15.75,16.31206,0,13.85,9.55
2012-04-03T12:00:00Z,15.65,14.37411,0,12.33,9.61
2012-04-03T12:30:00Z,15.56,13.45228,0,12.01,9.65
2012-04-03T13:00:00Z,15.46,13.69695,0,11.94,9.68
2012-04-03T13:30:00Z,15.31,12.69259,0,13.25,9.73
2012-04-03T14:00:00Z,15.12,11.20566,67.78787019685244,15.31,9.77
2012-04-03T14:30:00Z,14.91,10.13771,326.74513802597687,15.45,9.83
2012-04-03T15:00:00Z,14.87,10.59468,581.7002991182334,15.39,9.83
2012-04-03T15:30:00Z,14.82,9.372943,828.2910000246112,15.4,9.84
2012-04-03T16:00:00Z,14.69,7.525078,1062.2980054620002,15.35,9.95
2012-04-03T16:30:00Z,14.66,6.812959,1279.717390669986,15.32,10.01
2012-04-03T17:00:00Z,14.77,6.430589,1476.829049725314,15.29,9.95
2012-04-03T17:30:00Z,14.87,5.962097,1650.260347471911,15.33,9.93
2012-04-03T18:00:00Z,14.99,6.197186,1797.0438263093451,15.38,9.9
2012-04-03T18:30:00Z,15.07,6.411979,1914.6679802440883,15.41,9.89
2012-04-03T19:00:00Z,15.13,6.635032,2001.1202273766035,15.44,9.89
2012-04-03T19:30:00Z,15.23,6.301725,2054.921345786036,15.52,9.89
2012-04-03T20:00:00Z,15.33,6.867162,2075.1507834292397,15.59,9.91
2012-04-03T20:30:00Z,15.42,6.604397,2061.4624090133198,15.68,9.92
2012-04-03T21:00:00Z,15.49,7.334238,2014.0904344252665,15.77,9.92
2012-04-03T21:30:00Z,15.58,8.30165,1933.8454072760624,15.84,9.92
2012-04-03T22:00:00Z,15.67,9.177254,1822.1003422311076,15.89,9.91
2012-04-03T22:30:00Z,15.75,10.44496,1680.7672283485817,15.92,9.92
2012-04-03T23:00:00Z,15.81,9.17797,1512.2643143674532,15.95,9.9
2012-04-03T23:30:00Z,15.85,9.262865,1319.4747318750206,15.99,9.91
2012-04-04T00:00:00Z,15.89,7.405117,1105.6971640987692,16.02,9.89
2012-04-04T00:30:00Z,15.89,7.364439,874.5894044566243,16.03,9.9
2012-04-04T01:00:00Z,15.85,5.446397,630.1057708092692,16.01,9.88
2012-04-04T01:30:00Z,15.77,5.13783,376.42944593474783,15.96,9.89
2012-04-04T02:00:00Z,15.76,4.113202,117.90090204004565,15.9,9.84
2012-04-04T02:30:00Z,15.74,3.37128,0,15.85,9.79
2012-04-04T03:00:00Z,15.72,3.407464,0,15.8,9.77
2012-04-04T03:30:00Z,15.68,2.404745,0,15.76,9.77
2012-04-04T04:00:00Z,15.65,2.584969,0,15.73,9.75
2012-04-04T04:30:00Z,15.64,1.857211,0,15.68,9.7
2012-04-04T05:00:00Z,15.61,0.767471,0,15.64,9.63
2012-04-04T05:30:00Z,15.56,1.110158,0,15.61,9.69
2012-04-04T06:00:00Z,15.52,1.864989,0,15.58,9.71
2012-04-04T06:30:00Z,15.46,2.290731,0,15.56,9.73
2012-04-04T07:00:00Z,15.44,3.154767,0,15.53,9.71
2012-04-04T07:30:00Z,15.39,3.040564,0,15.49,9.69
2012-04-04T08:00:00Z,15.37,1.80351,0,15.45,9.65
2012-04-04T08:30:00Z,15.32,1.690707,0,15.43,9.62
2012-04-04T09:00:00Z,15.27,1.598266,0,15.39,9.61
2012-04-04T09:30:00Z,15.23,1.67255,0,15.35,9.66
2012-04-04T10:00:00Z,15.22,1.340747,0,15.32,9.58
2012-04-04T10:30:00Z,15.17,0.9423932,0,15.29,9.59
2012-04-04T11:00:00Z,15.14,1.730825,0,15.26,9.59
2012-04-04T11:30:00Z,15.08,3.779593,0,15.21,9.62
2012-04-04T12:00:00Z,15.03,4.121367,0,15.17,9.64
2012-04-04T12:30:00Z,15,3.955998,0,15.11,9.67
2012-04-04T13:00:00Z,14.96,3.825838,0,15.07,9.7
2012-04-04T13:30:00Z,14.9,4.214103,0,15.05,9.69
2012-04-04T14:00:00Z,14.86,5.252964,78.79893548444113,15.01,9.69
2012-04-04T14:30:00Z,14.88,5.663342,337.5932643967184,14.96,9.69
2012-04-04T15:00:00Z,14.88,5.892542,592.3419964273648,14.93,9.67
2012-04-04T15:30:00Z,14.89,5.954887,838.6863101858102,14.93,9.67
2012-04-04T16:00:00Z,14.91,5.807131,1072.4111861413733,14.93,9.67
2012-04-04T16:30:00Z,14.94,6.299619,1289.5175268473236,14.96,9.68
2012-04-04T17:00:00Z,15,5.867191,1486.2905826585747,15.03,9.68
2012-04-04T17:30:00Z,15.07,6.031658,1659.3635120144643,15.13,9.68
2012-04-04T18:00:00Z,15.16,6.023881,1805.7749890971177,15.22,9.7
2012-04-04T18:30:00Z,15.22,6.694159,1923.019872966104,15.33,9.72
2012-04-04T19:00:00Z,15.29,7.000837,2009.092071137898,15.44,9.73
2012-04-04T19:30:00Z,15.38,6.012016,2062.5188644347645,15.57,9.79
2012-04-04T20:00:00Z,15.37,5.458127,2082.386105619952,15.68,9.82
2012-04-04T20:30:00Z,15.36,5.448005,2068.3538606824145,15.76,9.81
2012-04-04T21:00:00Z,15.37,5.532816,2020.662225229134,15.9,9.78
2012-04-04T21:30:00Z,15.41,5.110672,1940.1272163570675,16.05,9.8
2012-04-04T22:00:00Z,15.51,5.483644,1828.1268103993207,16.15,9.84
2012-04-04T22:30:00Z,15.56,4.98299,1686.5773653679034,16.21,9.85
2012-04-04T23:00:00Z,15.59,6.020452,1517.900831487682,16.22,9.88
2012-04-04T23:30:00Z,15.62,6.037648,1324.9833110305851,16.26,9.87
2012-04-05T00:00:00Z,15.65,5.556512,1111.125676278149,16.26,9.87
2012-04-05T00:30:00Z,15.66,4.62264,879.9870906164489,16.27,9.85
2012-04-05T01:00:00Z,15.67,4.536017,635.5223993479165,16.26,9.85
2012-04-05T01:30:00Z,15.66,3.538463,381.91446114123437,16.26,9.84
2012-04-05T02:00:00Z,15.66,2.568973,123.50257808855271,16.25,9.83
2012-04-05T02:30:00Z,15.64,1.577427,0,16.25,9.79
2012-04-05T03:00:00Z,15.61,4.102572,0,16.23,9.76
2012-04-05T03:30:00Z,15.59,4.638612,0,16.21,9.69
2012-04-05T04:00:00Z,15.58,2.718435,0,16.2,9.65
2012-04-05T04:30:00Z,15.53,2.715603,0,16.19,9.67
2012-04-05T05:00:00Z,15.51,3.156939,0,16.18,9.63
2012-04-05T05:30:00Z,15.48,3.450731,0,16.17,9.62
2012-04-05T06:00:00Z,15.47,2.760109,0,16.17,9.67
2012-04-05T06:30:00Z,15.45,2.29215,0,16.17,9.69
2012-04-05T07:00:00Z,15.44,2.670874,0,16.15,9.71
2012-04-05T07:30:00Z,15.43,2.265882,0,16.13,9.65
2012-04-05T08:00:00Z,15.41,1.68487,0,16.12,9.68
2012-04-05T08:30:00Z,15.42,1.949603,0,16.09,9.65
2012-04-05T09:00:00Z,15.4,1.825884,0,16.08,9.58
2012-04-05T09:30:00Z,15.4,1.694759,0,16.03,9.54
2012-04-05T10:00:00Z,15.36,4.037278,0,16.01,9.54
2012-04-05T10:30:00Z,15.33,7.104266,0,15.95,9.52
2012-04-05T11:00:00Z,15.34,7.563033,0,15.9,9.48
2012-04-05T11:30:00Z,15.31,5.87317,0,15.84,9.47
2012-04-05T12:00:00Z,15.3,5.546316,0,15.77,9.47
2012-04-05T12:30:00Z,15.28,6.05565,0,15.71,9.49
2012-04-05T13:00:00Z,15.25,6.914104,0,15.66,9.46
2012-04-05T13:30:00Z,15.21,6.349795,0,15.61,9.45
2012-04-05T14:00:00Z,15.18,4.736622,89.74914155296297,15.56,9.44
2012-04-05T14:30:00Z,15.16,4.356631,348.36849944450336,15.51,9.44
2012-04-05T15:00:00Z,15.14,4.460924,602.8994236576856,15.46,9.46
2012-04-05T15:30:00Z,15.15,4.635823,848.9868195540473,15.44,9.52
2012-04-05T16:00:00Z,15.22,5.619925,1082.4200635387758,15.44,9.65
2012-04-05T16:30:00Z,15.37,4.892759,1299.2050480690466,15.48,9.88
2012-04-05T17:00:00Z,15.39,6.265175,1495.6325219929802,15.53,10
2012-04-05T17:30:00Z,15.56,7.030884,1668.341556751847,15.55,10.08
2012-04-05T18:00:00Z,15.87,6.92396,1814.3770528652508,15.61,10.25
2012-04-05T18:30:00Z,16.47,5.634005,1931.2403025313224,15.73,10.39
2012-04-05T19:00:00Z,16.81,5.47535,2016.9317431335892,15.86,10.62
2012-04-05T19:30:00Z,16.63,3.237154,2069.9851703619292,16.05,10.64
2012-04-05T20:00:00Z,16.4,5.538457,2089.4928253764756,16.27,10.61
2012-04-05T20:30:00Z,16.63,4.589374,2075.1209267852905,16.32,10.52
2012-04-05T21:00:00Z,16.42,5.649187,2027.1153817635677,16.5,10.38
2012-04-05T21:30:00Z,16.53,6.487646,1946.2975784879568,16.49,10.39
2012-04-05T22:00:00Z,16.64,9.514,1834.0503319822433,16.52,10.41
2012-04-05T22:30:00Z,16.51,9.099597,1692.294223768665,16.59,10.37
2012-04-05T23:00:00Z,16.41,8.687152,1523.4547401363982,16.68,10.23
2012-04-05T23:30:00Z,16.35,7.808448,1330.420771472827,16.76,10.15
2012-04-06T00:00:00Z,16.32,6.063211,1116.4951825205903,16.8,10.06
2012-04-06T00:30:00Z,16.34,6.22795,885.338299380949,16.83,10
2012-04-06T01:00:00Z,16.35,5.713952,640.9052804312656,16.86,10
2012-04-06T01:30:00Z,16.35,5.216183,387.3784424180559,16.88,9.98
2012-04-06T02:00:00Z,16.33,4.294773,129.09569978668728,16.87,9.94
2012-04-06T02:30:00Z,16.31,3.734576,0,16.85,9.93
2012-04-06T03:00:00Z,16.29,3.19873,0,16.82,9.93
2012-04-06T03:30:00Z,16.28,4.4302,0,16.81,9.94
2012-04-06T04:00:00Z,16.29,7.06426,0,16.78,9.99
2012-04-06T04:30:00Z,16.22,6.956344,0,16.71,9.98
2012-04-06T05:00:00Z,16.17,5.460878,0,16.66,9.96
2012-04-06T05:30:00Z,16.13,6.241447,0,16.61,9.95
2012-04-06T06:00:00Z,16.08,6.33085,0,16.55,9.94
2012-04-06T06:30:00Z,16.04,5.26173,0,16.48,9.93
2012-04-06T07:00:00Z,16,6.045596,0,16.43,9.9
2012-04-06T07:30:00Z,15.97,6.612169,0,16.38,9.88
2012-04-06T08:00:00Z,15.93,4.879373,0,16.33,9.86
2012-04-06T08:30:00Z,15.87,4.807759,0,16.28,9.83
2012-04-06T09:00:00Z,15.85,5.392562,0,16.23,9.82
2012-04-06T09:30:00Z,15.8,5.151482,0,16.19,9.79
2012-04-06T10:00:00Z,15.76,6.456786,0,16.12,9.77
2012-04-06T10:30:00Z,15.71,5.720597,0,16.08,9.77
2012-04-06T11:00:00Z,15.66,6.281489,0,16,9.76
2012-04-06T11:30:00Z,15.62,6.387256,0,15.94,9.72
2012-04-06T12:00:00Z,15.57,7.211418,0,15.88,9.72
2012-04-06T12:30:00Z,15.51,7.599786,0,15.81,9.69
2012-04-06T13:00:00Z,15.45,8.05827,0,15.75,9.71
2012-04-06T13:30:00Z,15.38,6.826012,0,15.68,9.7
2012-04-06T14:00:00Z,15.31,6.587763,100.63224350835446,15.63,9.71
2012-04-06T14:30:00Z,15.23,6.134954,359.06482906760925,15.57,9.74
2012-04-06T15:00:00Z,15.17,5.898834,613.3668527299391,15.53,9.75
2012-04-06T15:30:00Z,15.2,5.67971,859.18713640873,15.52,9.71
2012-04-06T16:00:00Z,15.2,5.59764,1092.3196268732859,15.52,9.68
2012-04-06T16:30:00Z,15.23,5.885389,1308.7753625569292,15.53,9.71
2012-04-06T17:00:00Z,15.29,6.171916,1504.8507258467737,15.56,9.75
2012-04-06T17:30:00Z,15.38,4.812086,1677.19081289469,15.61,9.8
2012-04-06T18:00:00Z,15.46,5.006403,1822.846837017942,15.68,9.86
2012-04-06T18:30:00Z,15.51,5.849049,1939.3265832855557,15.76,9.9
2012-04-06T19:00:00Z,15.57,6.749393,2024.637050930567,15.86,9.91
2012-04-06T19:30:00Z,15.62,6.184896,2077.318554195809,15.96,9.9
2012-04-06T20:00:00Z,15.74,6.82892,2096.4696979634773,16.06,9.94
2012-04-06T20:30:00Z,15.82,6.492969,2081.7628008479446,16.15,9.95
2012-04-06T21:00:00Z,15.93,5.776562,2033.449501942061,16.27,10
2012-04-06T21:30:00Z,16.01,5.193942,1952.356455176706,16.39,10.01
2012-04-06T22:00:00Z,16.09,4.394598,1839.8711850681157,16.48,10.04
2012-04-06T22:30:00Z,16.16,3.534118,1697.9183457883807,16.63,10.03
2012-04-06T23:00:00Z,16.3,3.24943,1528.9267897497296,16.66,10.09
2012-04-06T23:30:00Z,16.27,2.1097070000000002,1335.788009340601,16.69,10.03
2012-04-07T00:00:00Z,16.31,2.867321,1121.8066626616626,16.77,10.03
2012-04-07T00:30:00Z,16.35,1.925876,890.644029844329,16.85,10.04
2012-04-07T01:00:00Z,16.38,1.534283,646.2553676445478,16.89,10.06
2012-04-07T01:30:00Z,16.39,1.489027,392.82223385253695,16.91,10.09
2012-04-07T02:00:00Z,16.39,1.180126,134.6809396084755,16.92,10.05
2012-04-07T02:30:00Z,16.38,0.9439593,0,16.87,9.98
2012-04-07T03:00:00Z,16.38,1.844974,0,16.81,9.96
2012-04-07T03:30:00Z,16.37,2.131984,0,16.76,9.94
2012-04-07T04:00:00Z,16.36,1.290591,0,16.72,9.89
2012-04-07T04:30:00Z,16.33,2.611922,0,16.68,9.84
2012-04-07T05:00:00Z,16.31,3.065022,0,16.63,9.69
2012-04-07T05:30:00Z,16.28,2.964961,0,16.6,9.67
2012-04-07T06:00:00Z,16.25,3.379838,0,16.56,9.45
2012-04-07T06:30:00Z,16.26,3.396226,0,16.53,9.52
2012-04-07T07:00:00Z,16.23,4.164411,0,16.49,9.71
2012-04-07T07:30:00Z,16.24,4.011492,0,16.47,9.72
2012-04-07T08:00:00Z,16.24,4.385609,0,16.44,9.71
2012-04-07T08:30:00Z,16.23,3.945501,0,16.42,9.67
2012-04-07T09:00:00Z,16.21,5.187172,0,16.4,9.7
2012-04-07T09:30:00Z,16.22,4.795645,0,16.37,9.67
2012-04-07T10:00:00Z,16.19,3.460334,0,16.35,9.69
2012-04-07T10:30:00Z,16.17,3.822459,0,16.32,9.68
2012-04-07T11:00:00Z,16.15,3.844317,0,16.3,9.66
2012-04-07T11:30:00Z,16.12,3.927931,0,16.28,9.64
2012-04-07T12:00:00Z,16.1,2.921808,0,16.25,9.61
2012-04-07T12:30:00Z,16.05,2.31721,0,16.23,9.58
2012-04-07T13:00:00Z,16.03,2.263191,0,16.2,9.56
2012-04-07T13:30:00Z,16.02,2.643914,0,16.18,9.57
2012-04-07T14:00:00Z,15.99,3.188317,111.44209325837025,16.16,9.56
2012-04-07T14:30:00Z,15.98,2.786165,369.6763516410768,16.15,9.58
2012-04-07T15:00:00Z,15.98,2.692994,623.7386822171327,16.14,9.59
2012-04-07T15:30:00Z,16.03,2.702584,869.282008115045,16.13,9.64
2012-04-07T16:00:00Z,16.08,2.829608,1102.1050149285566,16.14,9.64
2012-04-07T16:30:00Z,16.15,3.110106,1318.2240364420936,16.18,9.63
2012-04-07T17:00:00Z,16.31,3.337977,1513.9412163155166,16.2,9.71
2012-04-07T17:30:00Z,16.35,2.918984,1685.9077793182882,16.3,9.71
2012-04-07T18:00:00Z,16.45,4.262217,1831.1813298676784,16.37,9.77
2012-04-07T18:30:00Z,16.57,3.432296,1947.2761972615372,16.51,9.83
2012-04-07T19:00:00Z,16.71,3.32177,2032.2059661171727,16.67,9.91
2012-04-07T19:30:00Z,16.89,3.258355,2084.517464539287,16.8,10
2012-04-07T20:00:00Z,17.11,3.057125,2103.31562829546,17.01,10.08
2012-04-07T20:30:00Z,17.56,2.596025,2088.278815585961,17.21,10.25
2012-04-07T21:00:00Z,18.08,1.829215,2039.6643104509465,17.63,10.54
2012-04-07T21:30:00Z,18.36,1.632356,1958.303920543335,18.06,10.94
2012-04-07T22:00:00Z,18.43,1.60145,1845.5897446946753,18.58,11.11
2012-04-07T22:30:00Z,18.3,1.781295,1703.4503537177513,18.89,10.92
2012-04-07T23:00:00Z,18.41,1.643441,1534.317791976019,19.08,11.07
2012-04-07T23:30:00Z,18.62,1.618026,1341.0859645046094,19.29,11.08
2012-04-08T00:00:00Z,18.52,1.917557,1127.0611214652247,19.39,11.15
2012-04-08T00:30:00Z,18.82,2.116292,895.9052872240586,19.37,11.39
2012-04-08T01:00:00Z,18.99,2.505745,651.5736022115428,19.09,11.67
2012-04-08T01:30:00Z,18.63,3.921893,398.2466493224116,18.78,11.5
2012-04-08T02:00:00Z,18.12,4.611769,140.2589229121747,18.25,11.14
2012-04-08T02:30:00Z,17.92,5.004971,0,17.99,10.96
2012-04-08T03:00:00Z,17.74,5.645594,0,17.76,10.79
2012-04-08T03:30:00Z,17.6,6.750463,0,17.63,10.64
2012-04-08T04:00:00Z,17.36,6.463091,0,17.55,10.38
2012-04-08T04:30:00Z,17.22,4.685252,0,17.46,10.18
2012-04-08T05:00:00Z,17.14,5.887669,0,17.41,10.06
2012-04-08T05:30:00Z,17.11,6.33244,0,17.35,10.02
2012-04-08T06:00:00Z,17.05,6.071321,0,17.3,9.96
2012-04-08T06:30:00Z,17,5.560329,0,17.26,9.92
2012-04-08T07:00:00Z,17.01,5.142034,0,17.25,9.9
2012-04-08T07:30:00Z,16.99,5.01378,0,17.22,9.89
2012-04-08T08:00:00Z,16.98,4.659479,0,17.21,9.88
2012-04-08T08:30:00Z,16.98,4.248503,0,17.2,9.85
2012-04-08T09:00:00Z,16.97,4.047359,0,17.21,9.82
2012-04-08T09:30:00Z,16.97,4.33146,0,17.21,9.79
2012-04-08T10:00:00Z,16.95,4.413969,0,17.17,9.77
2012-04-08T10:30:00Z,16.93,3.997195,0,17.16,9.75
2012-04-08T11:00:00Z,16.9,3.617944,0,17.16,9.72
2012-04-08T11:30:00Z,16.89,3.648684,0,17.16,9.68
2012-04-08T12:00:00Z,16.89,3.535717,0,17.13,9.65
2012-04-08T12:30:00Z,16.88,3.556706,0,17.05,9.62
2012-04-08T13:00:00Z,16.86,4.889635,0,17.02,9.59
2012-04-08T13:30:00Z,16.84,5.007409,0,17.02,9.56
2012-04-08T14:00:00Z,16.82,4.592699,122.17264657258674,16.99,9.56
2012-04-08T14:30:00Z,16.81,4.829679,380.19728463830546,16.95,9.55
2012-04-08T15:00:00Z,16.79,4.942562,634.0094434432474,16.92,9.53
2012-04-08T15:30:00Z,16.78,4.830241,879.2663266242388,16.91,9.51
