"sampledate","air_temp","rel_hum","wind_speed_2m","par","opt_wtemp","opt_do_raw"
2014-05-18 12:00:00,18.9033333333333,25.2333333333333,2.81166666666667,986.75,10.5638333333333,11.6641666666667
2014-05-18 13:00:00,17.8566666666667,28.5666666666667,3.35333333333333,582.723333333333,10.58,11.6548333333333
2014-05-18 14:00:00,18.6716666666667,27.315,2.47333333333333,811.608333333333,10.898,11.5758333333333
2014-05-18 15:00:00,19.2016666666667,25.64,3.44666666666667,555.155,11.2258333333333,11.531
2014-05-18 16:00:00,19.3033333333333,26.23,2.73,521.611666666667,11.146,11.5643333333333
2014-05-18 17:00:00,19.27,26.285,2.46333333333333,329.733333333333,10.9145,11.6343333333333
2014-05-18 18:00:00,18.4916666666667,27.61,2.10666666666667,87.9433333333333,10.8263333333333,11.6518333333333
2014-05-18 19:00:00,16.47,32.705,1.06,10.5898275862069,10.6583333333333,11.6475
2014-05-18 20:00:00,11.6466666666667,53.4666666666667,0.935,0.19215,10.6676666666667,11.6501666666667
2014-05-18 21:00:00,9.285,67.8583333333333,0.886666666666667,0.16695,11.0566666666667,11.4505
2014-05-18 22:00:00,8.03333333333333,76.77,0.735,0.2268,11.1103333333333,11.3823333333333
2014-05-18 23:00:00,7.54833333333333,78.7316666666667,0.718333333333333,0.160363636363636,10.7106666666667,11.462
2014-05-19 00:00:00,7.13666666666667,80.3433333333333,0.808333333333333,0.148909090909091,10.507,11.4973333333333
2014-05-19 01:00:00,7.135,81.1816666666667,1.1,0.168,10.4693333333333,11.5133333333333
2014-05-19 02:00:00,6.81666666666667,82.0116666666667,0.951666666666667,0.144,10.3901666666667,11.4948333333333
2014-05-19 03:00:00,6.32833333333333,83.0533333333333,0.88,0.238434782608696,10.3363333333333,11.5026666666667
2014-05-19 04:00:00,6.30333333333333,83.25,0.995,26.8165666666667,10.317,11.519
2014-05-19 05:00:00,8.95833333333333,67.1233333333333,1.90666666666667,160.613333333333,10.3776666666667,11.5556666666667
2014-05-19 06:00:00,12.2016666666667,52.2233333333333,3.44833333333333,506.435,10.4861666666667,11.6415
2014-05-19 07:00:00,13.8216666666667,47.3083333333333,4.085,771.166666666667,10.5108333333333,11.6583333333333
2014-05-19 08:00:00,14.68,45.2883333333333,4.62666666666667,961.25,10.6071666666667,11.6293333333333
2014-05-19 09:00:00,15.5516666666667,41.2116666666667,5.61333333333333,956.35,10.4586666666667,11.7346666666667
2014-05-19 10:00:00,15.9283333333333,38.9616666666667,6.24833333333333,926.346666666667,9.75983333333333,11.9281666666667
2014-05-19 11:00:00,16.08,37.0716666666667,6.40833333333333,551.876666666667,9.32766666666667,11.9846666666667
2014-05-19 12:00:00,16.0333333333333,34.4283333333333,6.205,403.801666666667,9.0015,12.021
2014-05-19 13:00:00,14.575,43.48,4.47166666666667,203.98,9.16866666666667,11.954
2014-05-19 14:00:00,10.7116666666667,77.71,3.46333333333333,127.146666666667,10.0826666666667,11.721
2014-05-19 15:00:00,9.765,86.3216666666667,4.89,92.4345,10.3198333333333,11.6673333333333
2014-05-19 16:00:00,9.54166666666667,86.8233333333333,4.48,92.1876666666667,10.2678333333333,11.6816666666667
2014-05-19 17:00:00,9.55833333333333,85.1016666666667,4.55,25.6471666666667,10.1576666666667,11.7188333333333
2014-05-19 18:00:00,9.455,84.9283333333333,4.27,9.7444,10.163,11.7015
2014-05-19 19:00:00,9.44833333333333,85.3283333333333,3.74,0.615163265306122,10.068,11.6871666666667
2014-05-19 20:00:00,9.435,86.145,3.78666666666667,0.189,9.99716666666667,11.6698333333333
2014-05-19 21:00:00,9.38833333333333,86.835,4.61833333333333,0.1693125,9.8765,11.6686666666667
2014-05-19 22:00:00,9.14333333333333,88.6466666666667,4.66833333333333,0.1701,9.8315,11.6555
2014-05-19 23:00:00,9.04833333333333,89.2883333333333,6.44333333333333,0.169375,9.76666666666667,11.6548333333333
2014-05-20 00:00:00,8.86333333333333,90.195,6.63333333333333,0.19215,9.71366666666667,11.645
2014-05-20 01:00:00,8.70166666666667,89.9516666666667,4.99833333333333,0.2058,9.642,11.6381666666667
2014-05-20 02:00:00,8.67833333333333,90.5433333333333,3.51333333333333,0.195,9.816,11.5815
2014-05-20 03:00:00,8.62333333333333,92.055,5.00333333333333,0.181730769230769,10.345,11.4268333333333
2014-05-20 04:00:00,8.81833333333333,91.2516666666667,4.66166666666667,5.23141071428571,10.2606666666667,11.4441666666667
2014-05-20 05:00:00,8.91833333333333,91.1166666666667,3.31333333333333,51.8684333333333,10.0848333333333,11.4763333333333
2014-05-20 06:00:00,9.2,91.1133333333333,2.48666666666667,147.801666666667,10.0271666666667,11.4851666666667
2014-05-20 07:00:00,9.43333333333333,90.8766666666667,3.07166666666667,138.123333333333,10.0666666666667,11.4725
2014-05-20 08:00:00,9.63333333333333,91.0766666666667,2.28666666666667,222.006666666667,10.1655,11.4621666666667
2014-05-20 09:00:00,10.285,89.8766666666667,1.38666666666667,394.556666666667,10.0373333333333,11.5195
2014-05-20 10:00:00,11.98,85.7916666666667,1.50333333333333,591.615,10.0798333333333,11.5331666666667
2014-05-20 11:00:00,13.3083333333333,83.0983333333333,1.52833333333333,567.536666666667,10.4321666666667,11.5036666666667
2014-05-20 12:00:00,14.565,79.2733333333333,1.88666666666667,748.855,10.7025,11.4771666666667
2014-05-20 13:00:00,16.2,73.31,1.82166666666667,1144.82666666667,10.8961666666667,11.4401666666667
2014-05-20 14:00:00,18.0033333333333,67.2333333333333,1.635,1135.01833333333,11.068,11.413
2014-05-20 15:00:00,19.645,58.3083333333333,1.93,931.838333333333,11.2546666666667,11.405
2014-05-20 16:00:00,20.9866666666667,48.8266666666667,1.875,740.225,11.3966666666667,11.4065
2014-05-20 17:00:00,20.8733333333333,48.8383333333333,1.43166666666667,390.39,11.633,11.376
2014-05-20 18:00:00,20.375,49.565,1.10833333333333,159.277166666667,11.8238333333333,11.3625
2014-05-20 19:00:00,15.4266666666667,70.3633333333333,0.656666666666667,14.1703,11.9131666666667,11.3041666666667
2014-05-20 20:00:00,12.5133333333333,83.1266666666667,0.63,0.176884615384615,11.9865,11.2948333333333
2014-05-20 21:00:00,10.8483333333333,87.8616666666667,0.608333333333333,0.177545454545455,11.8196666666667,11.2436666666667
2014-05-20 22:00:00,9.94666666666667,90.6833333333333,0.641666666666667,0.171818181818182,11.6495,11.24
2014-05-20 23:00:00,9.81,91.55,0.69,0.1693125,11.5401666666667,11.2421666666667
2014-05-21 00:00:00,9.65333333333333,91.6466666666667,0.74,0.1827,11.5435,11.246
2014-05-21 01:00:00,9.725,90.0666666666667,1.03166666666667,0.1722,11.542,11.2401666666667
2014-05-21 02:00:00,9.43559322033898,90.9983050847458,0.594915254237288,0.2016,11.5383333333333,11.2491666666667
2014-05-21 03:00:00,10.0783333333333,89.9033333333333,0.786666666666667,0.267095238095238,11.6061666666667,11.1871666666667
2014-05-21 04:00:00,9.53666666666667,92.1433333333333,0.791666666666667,24.3341666666667,11.6383333333333,11.1908333333333
2014-05-21 05:00:00,12.2266666666667,81.5866666666667,1.92,156.542166666667,11.7045,11.2395
2014-05-21 06:00:00,12.6916666666667,73.1566666666667,3.08,542.24,11.6811666666667,11.3358333333333
2014-05-21 07:00:00,13.0783333333333,66.8866666666667,3.85166666666667,891.898333333333,11.5263333333333,11.4066666666667
2014-05-21 08:00:00,13.7816666666667,62.3883333333333,3.59166666666667,792.04,11.475,11.3818333333333
2014-05-21 09:00:00,13.6083333333333,61.8216666666667,3.89666666666667,595.773333333333,11.6528333333333,11.289
2014-05-21 10:00:00,13.2983333333333,63.4516666666667,3.865,477.798333333333,11.7405,11.3466666666667
2014-05-21 11:00:00,13.6483333333333,62.975,3.26333333333333,572.031666666667,11.7155,11.3563333333333
2014-05-21 12:00:00,14.2983333333333,60.72,3.48333333333333,708.181666666667,11.8263333333333,11.3455
2014-05-21 13:00:00,14.8333333333333,57.67,4.125,666.776666666667,11.9233333333333,11.3398333333333
2014-05-21 14:00:00,15.5133333333333,53.9983333333333,3.68333333333333,551.433333333333,11.9486666666667,11.3385
2014-05-21 15:00:00,15.7616666666667,52.44,3.51166666666667,551.563333333333,11.7933333333333,11.3955
2014-05-21 16:00:00,15.7016666666667,53.1166666666667,3.845,359.27,11.7811666666667,11.4106666666667
2014-05-21 17:00:00,15.3783333333333,56.035,3.21,255.116666666667,11.8675,11.3995
2014-05-21 18:00:00,15.07,56.445,3.5,56.6955,11.8548333333333,11.3928333333333
2014-05-21 19:00:00,14.135,60.7916666666667,4.21333333333333,5.68026785714286,11.8271666666667,11.3753333333333
2014-05-21 20:00:00,13.2316666666667,64.615,4.18833333333333,0.1638,11.8465,11.3333333333333
2014-05-21 21:00:00,12.2316666666667,68.79,4.3,0.1771875,11.6615,11.3693333333333
2014-05-21 22:00:00,11.3983333333333,73.55,3.535,0.1575,11.4775,11.4128333333333
2014-05-21 23:00:00,10.94,75.1966666666667,2.89166666666667,0.1755,11.648,11.3311666666667
2014-05-22 00:00:00,10.325,77.3216666666667,2.07666666666667,0.183272727272727,11.85,11.2293333333333
2014-05-22 01:00:00,10.0233333333333,78.38,2.24833333333333,0.1575,11.8321666666667,11.2073333333333
2014-05-22 02:00:00,9.675,80.0716666666667,2.43,0.1995,11.8525,11.1805
2014-05-22 03:00:00,9.35172413793103,82.6724137931034,2.2448275862069,0.18585,11.8385,11.1678333333333
2014-05-22 04:00:00,9.145,84.0783333333333,2.74666666666667,4.19161666666667,11.7983333333333,11.1693333333333
2014-05-22 05:00:00,8.87666666666667,85.695,3.72166666666667,38.3393333333333,11.7176666666667,11.1711666666667
2014-05-22 06:00:00,8.82203389830508,85.6372881355932,3.56779661016949,130.383333333333,11.6041666666667,11.2033333333333
2014-05-22 07:00:00,9.335,81.4333333333333,3.63833333333333,348.305,11.4863333333333,11.2593333333333
2014-05-22 08:00:00,10.0016666666667,76.6933333333333,4.11833333333333,788.455,11.6805,11.2251666666667
2014-05-22 09:00:00,10.7016666666667,72.9033333333333,4.01166666666667,708.885,11.9295,11.1536666666667
2014-05-22 10:00:00,11.1866666666667,69.9633333333333,3.92,1034.05,12.002,11.1841666666667
2014-05-22 11:00:00,12.335,63.7016666666667,3.235,1298.06666666667,11.987,11.2586666666667
2014-05-22 12:00:00,13.1440677966102,59.1220338983051,4,823.021666666667,12.1987931034483,11.2410344827586
2014-05-22 13:00:00,13.5,56.1116666666667,3.92166666666667,805.596666666667,12.2428333333333,11.2396666666667
2014-05-22 14:00:00,14.0983333333333,52.555,4.16166666666667,977.503333333333,12.2263333333333,11.265
2014-05-22 15:00:00,14.695,48.8466666666667,4.57666666666667,910.156666666667,12.238,11.2985
